"escuela","sexo","edad","ambito","grupo_familiar","estado_padres","educ_madre","educ_padre","trabajo_madre","trabajo_padre","razon_escuela","tutor","duracion_viaje","tiempo_estudio","asignaturas_perdidas","becas","apoyo_familiar","clases_particulares","act_extracurriculares","fue_guarderia","quiere_educ_superior","internet_casa","en_pareja","rel_familia","tiempo_libre","sale_con_amigos","alcohol_diario","alcohol_semanal","salud","ausencias","nota_1er_parcial","nota_2do_parcial","nota_final"
"GP","F",17,"urbano","mas de 3","separados","universitaria","secundaria","servicios publicos","servicios publicos","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","si","si","muy buena","poco","poco","muy poco","poco","muy buena",14,15,14,17
"GP","F",17,"urbano","menos de 3","separados","secundaria","secundaria","servicios publicos","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"si","si","no","no","si","si","si","no","muy buena","mas o menos","mas o menos","muy poco","muy poco","muy buena",0,12,12,13
"GP","F",17,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cerca de casa","padre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","si","","no","buena","poco","mas o menos","poco","poco","mala",2,11,12,14
"GP","M",18,"urbano","menos de 3","juntos","universitaria","universitaria","otro","","reputacion","padre","1 a 15 min","menos de 2 horas",0,"no","si","no","no","si","si","si","no","buena","poco","muchisimo","mas o menos","mucho","muy buena",2,8,9,11
"GP","F",19,"urbano","mas de 3","","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cursos","otro","30 min a 1 hora","5 a 10 horas",0,"no","no","no","si","","no","no","si","muy mala","muchisimo","muchisimo","mucho","mas o menos","muy buena",12,10,10,11
"GP","F",19,"urbano","menos de 3","separados","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cursos","otro","30 min a 1 hora","2 a 5 horas",2,"no","si","no","no","no","si","","si","muy buena","mas o menos","mucho","muy poco","muy poco","buena",2,8,8,9
"GP","F",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","si","no","si","si","si","si","si","buena","mas o menos","muchisimo","poco","mucho","muy buena",2,10,10,10
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","no","si","buena","poco","poco","muy poco","muy poco","mas o menos",4,14,13,13
"GP","F",17,"rural","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","servicios publicos","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","si","si","si","si","no","mas o menos","mas o menos","poco","poco","poco","mas o menos",0,11,11,10
"GP","F",17,"urbano","mas de 3","juntos","secundaria","primaria (hasta 4to)","servicios publicos","servicios publicos","cursos","padre","1 a 15 min","5 a 10 horas",0,"no","si","no","no","no","si","si","no","mas o menos","mucho","mas o menos","poco","mas o menos","muy buena",0,17,18,17
"GP","F",17,"urbano","menos de 3","juntos","ninguna","primaria (hasta 9no)","desde casa","desde casa","cerca de casa","padre","15 a 30 min","5 a 10 horas",0,"no","no","no","no","si","si","si","no","mas o menos","mas o menos","mas o menos","poco","mas o menos","mala",0,14,14,15
"GP","F",18,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cerca de casa","madre","15 a 30 min","5 a 10 horas",0,"no","no","no","si","si","si","si","no","buena","muchisimo","muchisimo","muy poco","poco","mala",0,14,14,14
"GP","M",18,"urbano","mas de 3","juntos","universitaria","universitaria","otro","otro","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","no","no","si","si","","si","no","buena","mas o menos","mas o menos","poco","poco","mas o menos",0,13,14,13
"GP","M",17,"urbano","mas de 3","","secundaria","secundaria","otro","servicios publicos","reputacion","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","si","no","si","si","no","buena","mas o menos","muchisimo","mas o menos","muchisimo","muy buena",0,17,18,17
"GP","M",17,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","otro","cursos","madre","mas de 1 hora","menos de 2 horas",0,"no","si","no","no","si","si","","no","buena","mucho","muchisimo","muchisimo","muchisimo","buena",2,11,10,10
"GP","F",17,"urbano","mas de 3","","universitaria","universitaria","educacion","servicios publicos","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","si","si","si","si","no","muy buena","mucho","mucho","muy poco","mas o menos","buena",0,13,12,13
"GP","F",17,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","educacion","cursos","madre","15 a 30 min","5 a 10 horas",0,"no","si","no","no","no","si","si","si","buena","mas o menos","mas o menos","muy poco","poco","buena",4,15,14,15
"GP","F",17,"urbano","mas de 3","juntos","secundaria","secundaria","desde casa","otro","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","si","si","si","si","si","si","no","buena","poco","muchisimo","poco","muchisimo","muy buena",2,11,12,11
"GP","M",18,"urbano","menos de 3","","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cursos","madre","1 a 15 min","mas de 10 horas",0,"","si","si","si","si","","si","no","buena","muchisimo","muchisimo","poco","mucho","muy buena",0,11,11,12
"GP","M",19,"rural","mas de 3","juntos","secundaria","primaria (hasta 9no)","desde casa","servicios publicos","cerca de casa","otro","1 a 15 min","menos de 2 horas",0,"no","si","no","no","no","si","no","si","muy buena","mas o menos","mucho","poco","poco","muy buena",0,11,10,10
"GP","F",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","otro","cursos","","mas de 1 hora","2 a 5 horas",0,"no","no","no","si","","si","no","si","buena","poco","muchisimo","muy poco","muy poco","mala",2,10,9,10
"GP","F",17,"rural","mas de 3","","primaria (hasta 9no)","universitaria","desde casa","otro","cursos","padre","1 a 15 min","5 a 10 horas",0,"","si","no","no","si","si","si","si","buena","mucho","mas o menos","muy poco","muy poco","muy buena",0,15,15,15
"GP","M",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","reputacion","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","no","si","si","no","muy buena","mucho","poco","muy poco","poco","muy buena",6,15,14,15
"GP","F",18,"urbano","mas de 3","juntos","secundaria","secundaria","servicios publicos","servicios publicos","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","si","si","no","muy buena","mas o menos","mucho","muy poco","muy poco","buena",8,10,11,12
"GP","F",18,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cerca de casa","otro","1 a 15 min","2 a 5 horas",0,"","no","no","si","no","si","","si","buena","mas o menos","mas o menos","muy poco","muy poco","mala",0,10,9,12
"GP","F",18,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","otro","cursos","madre","15 a 30 min","mas de 10 horas",0,"","no","no","si","si","si","no","no","buena","mucho","mucho","muy poco","muy poco","buena",6,14,13,14
"GP","F",17,"urbano","mas de 3","juntos","secundaria","universitaria","servicios publicos","otro","cursos","","1 a 15 min","5 a 10 horas",0,"no","no","no","no","si","","si","no","buena","mucho","muchisimo","muy poco","mas o menos","muy buena",8,11,13,14
"GP","F",17,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","otro","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","","si","si","si","buena","mas o menos","poco","poco","mas o menos","mala",0,12,13,15
"GP","F",18,"urbano","menos de 3","","secundaria","secundaria","servicios publicos","servicios publicos","cerca de casa","madre","1 a 15 min","mas de 10 horas",0,"no","si","no","no","si","si","si","no","muy buena","mas o menos","mas o menos","muy poco","muy poco","muy mala",4,14,14,15
"GP","F",17,"rural","mas de 3","separados","secundaria","primaria (hasta 9no)","otro","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","","si","si","no","buena","mas o menos","mas o menos","poco","mas o menos","mala",0,14,14,16
"GP","M",18,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","servicios publicos","cerca de casa","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","si","no","buena","mas o menos","mas o menos","poco","poco","mala",0,12,12,13
"GP","M",18,"urbano","menos de 3","juntos","secundaria","universitaria","servicios publicos","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","si","si","si","buena","mas o menos","mas o menos","muy poco","mas o menos","muy buena",6,16,16,17
"GP","F",17,"urbano","mas de 3","separados","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","desde casa","cerca de casa","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","si","si","mas o menos","mas o menos","muy poco","muy poco","poco","buena",18,10,12,14
"GP","F",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","secundaria","desde casa","","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","no","si","si","si","no","buena","mas o menos","mas o menos","muy poco","poco","mas o menos",0,11,12,14
"GP","F",18,"urbano","mas de 3","","secundaria","primaria (hasta 9no)","otro","servicios publicos","otra","madre","1 a 15 min","5 a 10 horas",0,"no","no","no","no","si","si","si","si","muy buena","mucho","mas o menos","poco","mas o menos","muy mala",4,14,16,17
"GP","M",18,"rural","mas de 3","juntos","universitaria","secundaria","educacion","servicios publicos","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","no","no","no","si","si","si","si","muy buena","mas o menos","poco","muy poco","poco","buena",4,15,14,17
"GP","M",18,"urbano","mas de 3","juntos","universitaria","secundaria","educacion","","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","no","si","si","si","si","muy buena","mucho","muchisimo","poco","mas o menos","muy buena",0,14,13,14
"GP","F",17,"urbano","mas de 3","juntos","universitaria","secundaria","salud","otro","reputacion","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","si","si","si","si","si","buena","mucho","mas o menos","muy poco","mas o menos","buena",0,11,12,13
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","servicios publicos","","cursos","madre","15 a 30 min","2 a 5 horas",0,"no","si","no","si","si","si","si","si","buena","mas o menos","mucho","poco","poco","muy mala",10,12,15,15
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","servicios publicos","otro","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","","no","buena","mas o menos","muchisimo","poco","mucho","buena",4,12,16,16
"GP","F",19,"urbano","menos de 3","separados","primaria (hasta 9no)","secundaria","desde casa","otro","cerca de casa","otro","15 a 30 min","menos de 2 horas",1,"no","no","no","no","si","no","si","no","mala","poco","mas o menos","mas o menos","mucho","muy buena",16,10,11,11
"GP","F",17,"urbano","mas de 3","juntos","secundaria","primaria (hasta 4to)","otro","desde casa","cerca de casa","madre","1 a 15 min","menos de 2 horas",1,"no","si","si","no","si","si","si","si","buena","muy poco","poco","muy poco","muy poco","mas o menos",6,10,13,13
"GP","F",21,"urbano","menos de 3","juntos","universitaria","universitaria","otro","otro","reputacion","otro","1 a 15 min","5 a 10 horas",2,"no","no","si","si","si","si","si","no","mas o menos","mas o menos","poco","muy poco","muy poco","muy buena",0,9,12,12
"GP","M",18,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","servicios publicos","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","no","no","si","no","buena","mucho","mucho","muy poco","mas o menos","mas o menos",11,9,11,12
"GP","M",18,"urbano","menos de 3","separados","secundaria","universitaria","otro","otro","reputacion","otro","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","si","si","si","buena","mas o menos","muchisimo","muy poco","mucho","mala",9,13,14,15
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","servicios publicos","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","si","no","buena","mas o menos","mucho","muy poco","mas o menos","buena",0,13,17,17
"GP","M",17,"urbano","menos de 3","separados","universitaria","universitaria","salud","otro","reputacion","","1 a 15 min","5 a 10 horas",0,"no","si","no","no","si","si","si","no","buena","mucho","poco","muy poco","poco","buena",2,12,15,15
"GP","F",18,"urbano","menos de 3","juntos","universitaria","primaria (hasta 9no)","educacion","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"","si","no","si","si","si","si","no","buena","poco","poco","muy poco","muy poco","mas o menos",0,14,17,17
"GP","M",21,"rural","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","cursos","otro","15 a 30 min","2 a 5 horas",2,"","si","no","si","si","no","","si","muy buena","mas o menos","mas o menos","muchisimo","poco","buena",21,9,10,10
"GP","F",20,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","","reputacion","otro","15 a 30 min","5 a 10 horas",0,"no","no","no","no","si","si","","si","mas o menos","poco","poco","muy poco","mas o menos","mas o menos",8,11,15,15
"GP","F",19,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","otro","cerca de casa","otro","1 a 15 min","menos de 2 horas",1,"no","si","no","no","","si","si","si","mas o menos","poco","muchisimo","mucho","mucho","muy buena",5,9,10,11
"GP","M",17,"urbano","menos de 3","separados","secundaria","primaria (hasta 9no)","otro","otro","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","si","no","buena","mucho","mucho","muy poco","poco","muy buena",10,16,18,18
"GP","F",18,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","desde casa","otro","reputacion","padre","1 a 15 min","5 a 10 horas",0,"no","si","no","no","si","si","si","si","buena","mas o menos","mucho","muy poco","poco","mala",5,14,17,17
"GP","M",18,"rural","mas de 3","juntos","primaria (hasta 9no)","secundaria","otro","servicios publicos","reputacion","padre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","","si","si","no","mas o menos","muy poco","mas o menos","mucho","muchisimo","buena",13,13,14,14
"GP","M",19,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","reputacion","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","si","","si","no","muy buena","mas o menos","mucho","muy poco","mucho","buena",10,7,11,11
"GP","F",18,"urbano","menos de 3","separados","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","otro","reputacion","madre","15 a 30 min","2 a 5 horas",0,"no","si","no","no","si","si","si","no","buena","muy poco","mucho","muy poco","mas o menos","buena",10,14,17,17
"GP","F",20,"urbano","mas de 3","juntos","primaria (hasta 4to)","ninguna","otro","","reputacion","madre","15 a 30 min","menos de 2 horas",1,"si","no","no","no","si","si","si","si","muy buena","mas o menos","muy poco","muy poco","muy poco","muy buena",5,8,10,10
"GP","F",18,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","servicios publicos","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","no","si","si","si","mas o menos","muy poco","poco","muy poco","poco","muy mala",4,10,13,13
"MS","F",16,"urbano","mas de 3","juntos","primaria (hasta 4to)","secundaria","desde casa","otro","otra","padre","15 a 30 min","menos de 2 horas",0,"no","si","no","no","si","no","si","si","buena","mas o menos","mas o menos","muy poco","mas o menos","muy buena",11,10,11,11
"MS","F",16,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cursos","madre","15 a 30 min","2 a 5 horas",0,"","si","no","si","si","","si","no","buena","mucho","mucho","muy poco","muy poco","muy buena",0,12,12,12
"MS","F",15,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","servicios publicos","otra","","1 a 15 min","menos de 2 horas",1,"no","si","no","no","si","si","no","si","buena","muy poco","mas o menos","muy poco","muy poco","mala",6,10,10,10
"MS","F",15,"rural","mas de 3","juntos","secundaria","secundaria","desde casa","otro","cursos","madre","15 a 30 min","menos de 2 horas",0,"no","si","no","no","si","si","si","no","muy buena","mucho","mucho","poco","mas o menos","muy buena",4,10,10,11
"MS","F",16,"rural","mas de 3","juntos","primaria (hasta 9no)","secundaria","desde casa","servicios publicos","cursos","madre","15 a 30 min","2 a 5 horas",0,"no","no","no","no","","si","no","no","buena","muchisimo","poco","muy poco","poco","muy buena",0,16,17,17
"MS","F",15,"rural","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","desde casa","otro","cerca de casa","","15 a 30 min","menos de 2 horas",0,"","no","no","no","si","no","no","no","muy mala","mas o menos","mucho","muy poco","muy poco","muy mala",0,6,8,9
"MS","M",16,"rural","menos de 3","separados","universitaria","universitaria","desde casa","otro","cerca de casa","","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","no","no","muy buena","mas o menos","poco","muy poco","mas o menos","mala",5,10,11,11
"MS","M",16,"urbano","mas de 3","separados","primaria (hasta 4to)","primaria (hasta 9no)","otro","otro","otra","madre","1 a 15 min","5 a 10 horas",0,"si","no","no","no","si","si","si","no","buena","mucho","mas o menos","muy poco","muy poco","muy buena",0,10,11,11
"MS","F",17,"rural","mas de 3","juntos","secundaria","primaria (hasta 9no)","desde casa","otro","cursos","padre","1 a 15 min","2 a 5 horas",1,"no","no","no","no","si","","no","si","buena","muchisimo","mucho","muy poco","poco","muy buena",0,10,10,10
"MS","F",17,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","otra","padre","1 a 15 min","menos de 2 horas",1,"no","si","no","no","no","no","si","no","muy buena","mucho","mucho","poco","poco","muy buena",0,6,6,7
"MS","F",15,"rural","mas de 3","juntos","universitaria","universitaria","educacion","otro","cursos","madre","15 a 30 min","menos de 2 horas",0,"no","no","no","no","si","si","si","si","muy mala","muchisimo","muy poco","mas o menos","muchisimo","muy buena",0,13,14,14
"MS","F",16,"urbano","menos de 3","separados","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","","reputacion","madre","15 a 30 min","mas de 10 horas",0,"no","no","no","si","no","no","no","si","muy mala","poco","muy poco","muy poco","muy poco","muy mala",4,10,9,11
"MS","F",15,"rural","menos de 3","","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","servicios publicos","reputacion","padre","15 a 30 min","2 a 5 horas",0,"","si","no","no","si","si","si","no","muy buena","mucho","mas o menos","muy poco","poco","buena",0,10,10,10
"MS","F",15,"rural","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","servicios publicos","cursos","madre","15 a 30 min","menos de 2 horas",1,"no","si","no","no","","si","si","si","buena","mucho","mas o menos","muy poco","poco","mala",4,6,7,8
"MS","F",16,"rural","mas de 3","juntos","ninguna","primaria (hasta 9no)","otro","otro","otra","madre","15 a 30 min","menos de 2 horas",0,"no","si","no","si","si","si","no","no","mas o menos","poco","mas o menos","muy poco","poco","mala",0,12,11,12
"MS","F",17,"rural","mas de 3","juntos","primaria (hasta 9no)","secundaria","otro","otro","cursos","madre","15 a 30 min","menos de 2 horas",0,"no","si","no","no","si","si","","no","muy buena","muchisimo","muchisimo","muy poco","mas o menos","mas o menos",2,10,11,12
"MS","F",15,"rural","mas de 3","juntos","secundaria","secundaria","otro","servicios publicos","cursos","padre","15 a 30 min","menos de 2 horas",0,"no","no","no","no","no","si","si","no","buena","muy poco","mas o menos","muy poco","muy poco","buena",0,14,16,16
"MS","M",16,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","servicios publicos","cerca de casa","","15 a 30 min","2 a 5 horas",0,"no","si","no","si","","si","no","si","muy buena","mucho","muchisimo","mucho","muchisimo","mas o menos",0,7,0,0
"MS","M",17,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","no","si","no","no","si","","no","buena","mucho","mas o menos","poco","mucho","muy buena",4,8,9,9
"MS","M",15,"rural","menos de 3","juntos","universitaria","primaria (hasta 4to)","salud","servicios publicos","reputacion","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","si","no","muy buena","mas o menos","mucho","muy poco","poco","mala",0,12,13,14
"MS","M",15,"rural","menos de 3","","universitaria","primaria (hasta 4to)","salud","servicios publicos","reputacion","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","","si","si","no","muy buena","mas o menos","mucho","muy poco","poco","mala",7,7,9,8
"MS","M",16,"rural","mas de 3","juntos","secundaria","universitaria","otro","salud","otra","","30 min a 1 hora","2 a 5 horas",0,"no","no","no","no","no","si","no","no","mas o menos","mucho","muchisimo","muy poco","poco","muy buena",4,9,10,11
"MS","M",15,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cursos","madre","mas de 1 hora","2 a 5 horas",0,"","si","no","si","si","","no","si","muy buena","mucho","muchisimo","poco","mucho","buena",8,7,9,9
"MS","M",15,"urbano","menos de 3","juntos","secundaria","secundaria","desde casa","desde casa","reputacion","padre","1 a 15 min","2 a 5 horas",0,"","si","no","si","si","si","si","no","muy buena","mas o menos","mas o menos","muy poco","muy poco","muy buena",0,11,11,11
"MS","M",17,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","otra","madre","30 min a 1 hora","menos de 2 horas",0,"no","no","no","si","si","no","no","si","muy buena","muchisimo","muchisimo","muchisimo","muchisimo","mas o menos",8,8,10,9
"MS","F",16,"rural","mas de 3","","universitaria","universitaria","educacion","educacion","cursos","madre","15 a 30 min","5 a 10 horas",0,"no","no","no","si","si","si","si","si","buena","poco","poco","muy poco","muy poco","buena",6,16,16,17
"MS","F",15,"rural","mas de 3","","primaria (hasta 4to)","primaria (hasta 9no)","otro","servicios publicos","cursos","madre","15 a 30 min","menos de 2 horas",0,"no","no","no","no","si","si","no","no","muy buena","muy poco","poco","muy poco","muy poco","muy mala",3,11,13,13
"MS","F",16,"rural","mas de 3","","primaria (hasta 9no)","secundaria","otro","servicios publicos","cursos","madre","30 min a 1 hora","2 a 5 horas",0,"no","si","no","no","si","si","si","no","buena","muchisimo","mucho","muy poco","poco","muy mala",2,15,15,15
"MS","M",16,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","otro","otro","cursos","padre","15 a 30 min","2 a 5 horas",0,"no","no","no","no","si","si","no","no","buena","mas o menos","mas o menos","muy poco","muy poco","muy buena",0,10,11,11
"MS","F",16,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cursos","madre","30 min a 1 hora","2 a 5 horas",0,"no","si","no","no","si","si","si","no","buena","mucho","muchisimo","muy poco","muy poco","buena",4,9,10,11
"MS","F",16,"urbano","mas de 3","","primaria (hasta 4to)","primaria (hasta 9no)","otro","servicios publicos","cursos","madre","1 a 15 min","5 a 10 horas",1,"no","si","no","no","si","","no","no","muy mala","mas o menos","poco","muy poco","poco","buena",0,10,8,8
"MS","F",16,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","otro","servicios publicos","cursos","madre","1 a 15 min","5 a 10 horas",1,"no","si","no","no","si","","no","no","muy mala","mas o menos","poco","muy poco","poco","buena",3,9,8,8
"MS","F",15,"urbano","mas de 3","","primaria (hasta 9no)","primaria (hasta 4to)","desde casa","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"si","si","no","no","no","","si","no","buena","mucho","poco","mas o menos","mas o menos","mala",0,9,10,9
"MS","F",16,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","cursos","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","no","","no","si","muy buena","mucho","mas o menos","poco","muy poco","mala",0,13,14,15
"MS","M",17,"rural","menos de 3","","primaria (hasta 4to)","primaria (hasta 9no)","desde casa","servicios publicos","reputacion","madre","1 a 15 min","menos de 2 horas",0,"no","si","no","si","","si","si","no","muy buena","muchisimo","muchisimo","muchisimo","muchisimo","mas o menos",4,10,11,11
"MS","F",16,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cerca de casa","padre","mas de 1 hora","mas de 10 horas",0,"no","si","no","no","no","si","","no","buena","mas o menos","poco","muy poco","muy poco","muy mala",0,13,10,13
"MS","F",16,"rural","mas de 3","","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","otra","padre","mas de 1 hora","5 a 10 horas",0,"si","si","no","no","si","si","no","no","buena","mucho","mas o menos","muy poco","muy poco","muy buena",2,10,9,10
"MS","F",15,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","cerca de casa","padre","15 a 30 min","2 a 5 horas",0,"no","si","no","si","si","","si","no","buena","mas o menos","mas o menos","muy poco","muy poco","mala",1,11,10,11
"MS","F",16,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","otra","madre","15 a 30 min","menos de 2 horas",0,"no","no","no","si","si","si","si","si","buena","poco","poco","mucho","mas o menos","mala",0,13,12,14
"MS","F",15,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","desde casa","cursos","padre","30 min a 1 hora","2 a 5 horas",0,"no","si","no","no","si","si","no","no","buena","poco","muy poco","muy poco","poco","mala",0,13,14,14
"MS","F",15,"rural","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","otra","padre","1 a 15 min","5 a 10 horas",0,"si","si","no","no","","si","no","no","buena","mucho","mas o menos","poco","poco","muy buena",2,14,11,12
"MS","M",16,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","otra","padre","15 a 30 min","menos de 2 horas",0,"no","no","no","si","si","si","no","no","mas o menos","mucho","mucho","mas o menos","mucho","muy buena",6,11,11,11
"MS","F",18,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","otro","otro","cursos","padre","1 a 15 min","2 a 5 horas",1,"no","si","no","si","si","si","si","si","mas o menos","mucho","mucho","poco","mas o menos","muy buena",9,9,8,8
"MS","M",15,"urbano","mas de 3","juntos","secundaria","primaria (hasta 4to)","otro","servicios publicos","cerca de casa","madre","15 a 30 min","menos de 2 horas",0,"no","si","no","no","si","si","no","no","mas o menos","poco","mas o menos","muy poco","mas o menos","buena",0,10,9,11
"MS","F",16,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","servicios publicos","cursos","padre","30 min a 1 hora","2 a 5 horas",0,"","si","no","si","si","si","si","no","muy buena","mas o menos","mucho","muy poco","muy poco","mala",1,14,13,14
"MS","M",15,"urbano","mas de 3","","primaria (hasta 9no)","primaria (hasta 9no)","salud","otro","reputacion","madre","30 min a 1 hora","menos de 2 horas",0,"no","no","no","no","si","si","no","no","buena","mas o menos","mas o menos","muy poco","poco","buena",1,13,12,13
"MS","M",16,"urbano","mas de 3","juntos","universitaria","universitaria","otro","educacion","cursos","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","no","si","buena","mas o menos","muy poco","muy poco","muy poco","mas o menos",0,13,12,13
"MS","F",15,"rural","mas de 3","juntos","secundaria","secundaria","servicios publicos","otro","reputacion","madre","1 a 15 min","2 a 5 horas",0,"","si","no","no","si","","si","si","buena","muchisimo","mucho","muy poco","muy poco","muy mala",4,13,12,12
"MS","F",16,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","otro","cursos","madre","15 a 30 min","2 a 5 horas",1,"no","si","no","si","no","si","no","no","buena","mucho","mucho","poco","mas o menos","muy buena",2,12,11,12
